product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume, comp_1 ,ps1, fp1 , comp_2 ,ps2, fp2 , comp_3 ,ps3, fp3 , lag_price 
perfumery1,perfumery,"Wednesday, January 3, 2018",14.00,$706.86,$15.20,$50.49,54,1536,2,250,4.3,18,22,9,1,3,2018,33.33,3360, $50.49 ,4.3, $15.20 , $117.70 ,4.4, $15.18 , $50.49 ,4.3, $15.20 , $56.99 
perfumery1,perfumery,"Thursday, January 4, 2018",2.00,$99.98,$13.67,$49.99,54,1536,2,250,4.3,10,21,9,1,4,2018,4.76,3360, $49.99 ,4.3, $13.67 , $117.98 ,4.4, $21.65 , $49.99 ,4.3, $13.67 , $50.49 
perfumery1,perfumery,"Sunday, January 7, 2018",8.00,$399.92,$12.52,$49.99,54,1536,2,250,4.3,13,22,9,1,7,2018,13.17,3360, $49.99 ,4.3, $12.52 , $118.70 ,4.4, $15.98 , $49.99 ,4.3, $12.52 , $49.94 
perfumery1,perfumery,"Monday, January 8, 2018",4.00,$199.96,$12.28,$49.99,54,1536,2,250,4.3,19,23,8,1,8,2018,8.41,3360, $49.99 ,4.3, $12.28 , $116.91 ,4.4, $17.79 , $49.99 ,4.3, $12.28 , $49.99 
cool5,cool_stuff,"Wednesday, January 4, 2017",2.00,$199.98,$21.17,$99.99,54,995,1,4475,4.3,33,20,10,2,4,2017,9.70,32736, $99.99 ,4.2, $14.20 , $129.99 ,4.3, $17.40 , $99.99 ,4.3, $21.17 , $99.94 
cool5,cool_stuff,"Thursday, January 5, 2017",18.00,"$1,799.82",$15.58,$99.99,54,995,1,4475,4.3,58,23,8,1,5,2017,24.66,32736, $99.99 ,4.2, $15.02 , $129.99 ,4.3, $18.27 , $99.99 ,4.3, $15.58 , $99.99 
cool5,cool_stuff,"Friday, January 6, 2017",11.00,"$1,099.89",$20.49,$99.99,54,995,1,4475,4.3,42,22,8,1,6,2017,15.07,32736, $99.99 ,4.2, $13.83 , $129.99 ,4.3, $17.06 , $99.99 ,4.3, $20.49 , $99.99 
cool5,cool_stuff,"Saturday, January 7, 2017",14.00,"$1,399.86",$19.91,$99.99,54,995,1,4475,4.3,42,21,10,1,7,2017,19.18,32736, $99.99 ,4.2, $16.53 , $129.99 ,4.3, $18.72 , $99.99 ,4.3, $19.91 , $99.99 
cool5,cool_stuff,"Sunday, January 8, 2017",8.00,$799.92,$18.23,$99.99,54,995,1,4475,4.3,39,23,8,1,8,2017,10.96,32736, $99.99 ,4.2, $18.98 , $116.93 ,4.3, $19.02 , $99.99 ,4.3, $18.23 , $99.99 
cool5,cool_stuff,"Monday, January 9, 2017",6.00,$599.94,$17.78,$99.99,54,995,1,4475,4.3,10,21,9,1,9,2017,8.22,32736, $99.99 ,4.2, $15.93 , $99.99 ,4.3, $17.78 , $29.50 ,4.4, $11.73 , $99.99 
cool5,cool_stuff,"Tuesday, January 10, 2017",9.00,$899.91,$18.52,$99.99,54,995,1,4475,4.3,33,22,9,2,10,2017,12.33,32736, $99.99 ,4.2, $16.95 , $119.99 ,4.3, $20.00 , $99.99 ,4.3, $18.52 , $99.99 
cool5,cool_stuff,"Wednesday, January 11, 2017",2.00,$199.98,$17.45,$99.99,54,995,1,4475,4.3,42,22,8,4,11,2017,2.74,32736, $99.99 ,4.2, $16.19 , $129.99 ,4.3, $22.67 , $99.99 ,4.3, $17.45 , $99.99 
cool5,cool_stuff,"Thursday, January 12, 2017",3.00,$299.97,$17.95,$99.99,54,995,1,4475,4.3,38,21,10,1,12,2017,4.11,32736, $99.99 ,4.2, $15.27 , $129.99 ,4.3, $25.59 , $99.99 ,4.3, $17.95 , $99.99 
cool5,cool_stuff,"Monday, January 1, 2018",6.00,$599.94,$15.90,$99.99,54,995,1,4475,4.3,102,23,8,2,1,2018,25.00,32736, $99.99 ,4.2, $16.54 , $129.99 ,4.3, $17.41 , $29.50 ,4.4, $16.53 , $99.99 
cool5,cool_stuff,"Tuesday, January 2, 2018",9.00,$899.91,$19.08,$99.99,54,995,1,4475,4.3,20,20,8,2,2,2018,37.50,32736, $99.99 ,4.2, $13.72 , $129.99 ,4.3, $16.71 , $99.99 ,4.3, $19.08 , $99.99 
cool5,cool_stuff,"Wednesday, January 3, 2018",5.00,$489.76,$17.59,$97.95,54,995,1,4475,4.3,45,22,9,1,3,2018,20.83,32736, $99.99 ,4.2, $20.78 , $129.99 ,4.3, $18.49 , $35.00 ,4.4, $16.26 , $99.99 
cool5,cool_stuff,"Thursday, January 4, 2018",4.00,$338.77,$18.20,$84.69,54,995,1,4475,4.3,18,21,9,1,4,2018,9.70,32736, $89.86 ,4.2, $19.88 , $129.99 ,4.3, $23.49 , $35.00 ,4.4, $14.85 , $97.95 
health8,health_beauty,"Tuesday, January 3, 2017",6.00,$539.94,$13.02,$89.99,59,492,3,250,4.1,25,23,8,1,3,2017,9.13,3960, $19.99 ,4.3, $13.82 , $89.99 ,4.1, $13.02 , $64.99 ,3.9, $17.26 , $89.94 
health8,health_beauty,"Thursday, January 5, 2017",6.00,$539.94,$16.10,$89.99,59,492,3,250,4.1,41,23,8,1,5,2017,9.13,3960, $19.99 ,4.3, $14.85 , $89.99 ,4.1, $16.10 , $64.99 ,3.9, $14.81 , $89.94 
health8,health_beauty,"Friday, January 6, 2017",9.00,$809.91,$14.16,$89.99,59,492,3,250,4.1,53,22,8,1,6,2017,8.83,3960, $19.99 ,4.3, $12.68 , $89.99 ,4.1, $14.16 , $58.80 ,3.9, $13.90 , $89.99 
health8,health_beauty,"Saturday, January 7, 2017",17.00,"$1,529.83",$12.12,$89.99,59,492,3,250,4.1,61,21,10,1,7,2017,10.25,3960, $19.99 ,4.3, $11.14 , $89.99 ,4.1, $12.12 , $59.26 ,3.9, $18.00 , $89.99 
health8,health_beauty,"Sunday, January 8, 2017",18.00,"$1,619.82",$13.41,$89.99,59,492,3,250,4.1,82,23,8,1,8,2017,9.26,3960, $23.40 ,4.3, $14.28 , $89.99 ,4.1, $13.41 , $58.99 ,3.9, $16.24 , $89.99 
health8,health_beauty,"Monday, January 9, 2017",21.00,"$1,889.79",$13.96,$89.99,59,492,3,250,4.1,89,21,9,1,9,2017,14.38,3960, $23.99 ,4.3, $16.12 , $89.99 ,4.1, $13.96 , $58.99 ,3.9, $15.64 , $89.99 
health8,health_beauty,"Tuesday, January 10, 2017",24.00,"$2,159.76",$16.56,$89.99,59,492,3,250,4.1,81,22,9,2,10,2017,16.44,3960, $23.99 ,4.3, $13.14 , $89.99 ,4.1, $16.56 , $58.99 ,3.9, $19.07 , $89.99 
health8,health_beauty,"Wednesday, January 11, 2017",26.00,"$2,339.74",$16.99,$89.99,59,492,3,250,4.1,139,22,8,4,11,2017,17.81,3960, $23.99 ,4.3, $12.38 , $89.99 ,4.1, $16.99 , $58.99 ,3.9, $15.71 , $89.99 
health8,health_beauty,"Thursday, January 12, 2017",19.00,"$1,709.81",$15.89,$89.99,59,492,3,250,4.1,112,21,10,1,12,2017,13.01,3960, $23.99 ,4.3, $12.46 , $89.99 ,4.1, $15.89 , $58.99 ,3.9, $16.33 , $89.99 
health8,health_beauty,"Monday, January 1, 2018",20.00,"$1,799.80",$14.81,$89.99,59,492,3,250,4.1,98,23,8,2,1,2018,17.70,3960, $23.99 ,4.3, $11.29 , $89.99 ,4.1, $14.81 , $58.99 ,3.9, $22.68 , $89.99 
health8,health_beauty,"Tuesday, January 2, 2018",17.00,"$1,529.83",$16.31,$89.99,59,492,3,250,4.1,126,20,8,2,2,2018,15.04,3960, $23.99 ,4.3, $12.55 , $89.99 ,4.1, $16.31 , $58.99 ,3.9, $19.58 , $89.99 
health8,health_beauty,"Wednesday, January 3, 2018",16.00,"$1,339.84",$11.88,$83.74,59,492,3,250,4.1,169,22,9,1,3,2018,9.13,3960, $23.99 ,4.3, $14.20 , $83.74 ,4.1, $11.88 , $58.99 ,3.9, $15.23 , $89.99 
health8,health_beauty,"Thursday, January 4, 2018",14.00,"$1,119.86",$14.49,$79.99,59,492,3,250,4.1,118,21,9,1,4,2018,12.39,3960, $79.99 ,4.1, $14.49 , $79.99 ,4.1, $14.49 , $58.99 ,3.9, $16.30 , $83.74 
health8,health_beauty,"Friday, January 5, 2018",16.00,"$1,279.84",$21.94,$79.99,59,492,3,250,4.1,159,23,8,3,5,2018,9.13,3960, $23.99 ,4.3, $7.99 , $79.99 ,4.1, $21.94 , $58.99 ,3.9, $9.42 , $79.99 
health8,health_beauty,"Saturday, January 6, 2018",13.00,"$1,039.87",$13.36,$79.99,59,492,3,250,4.1,131,21,9,0,6,2018,8.83,3960, $23.99 ,4.3, $16.27 , $79.99 ,4.1, $13.36 , $58.99 ,3.9, $16.43 , $79.99 
health8,health_beauty,"Sunday, January 7, 2018",10.00,$799.90,$16.75,$79.99,59,492,3,250,4.1,113,22,9,1,7,2018,10.25,3960, $23.99 ,4.3, $18.81 , $79.99 ,4.1, $16.75 , $58.99 ,3.9, $7.67 , $79.99 
health8,health_beauty,"Monday, January 8, 2018",7.00,$579.75,$12.42,$82.82,59,492,3,250,4.1,127,23,8,1,8,2018,9.26,3960, $23.99 ,4.3, $16.77 , $82.82 ,4.1, $12.42 , $58.99 ,3.9, $12.08 , $79.99 
garden4,garden_tools,"Saturday, January 7, 2017",13.00,$778.70,$15.39,$59.90,57,366,2,1650,4.1,74,21,10,1,7,2017,4.07,19800, $59.90 ,4.1, $16.63 , $59.90 ,4.2, $16.11 , $59.90 ,4.1, $15.39 , $59.85 
garden4,garden_tools,"Sunday, January 8, 2017",23.00,"$1,377.70",$18.05,$59.90,57,366,2,1650,4.1,113,23,8,1,8,2017,7.39,19800, $59.90 ,4.1, $18.16 , $59.90 ,4.2, $17.68 , $59.90 ,4.1, $18.05 , $59.90 
garden4,garden_tools,"Monday, January 9, 2017",13.00,$778.70,$16.29,$59.90,57,366,2,1650,4.1,115,21,9,1,9,2017,6.57,19800, $59.90 ,4.1, $17.19 , $59.90 ,4.2, $16.81 , $59.90 ,4.1, $16.29 , $59.90 
garden4,garden_tools,"Tuesday, January 10, 2017",36.00,"$2,156.40",$16.81,$59.90,57,366,2,1650,4.1,146,22,9,2,10,2017,18.18,19800, $59.90 ,4.1, $18.07 , $59.90 ,4.2, $17.60 , $59.90 ,4.1, $16.81 , $59.90 
garden4,garden_tools,"Wednesday, January 11, 2017",69.00,"$3,711.70",$18.28,$53.79,57,366,2,1650,4.1,339,22,8,4,11,2017,34.85,19800, $52.41 ,4.1, $17.07 , $53.65 ,4.2, $16.08 , $53.79 ,4.1, $18.28 , $59.90 
garden4,garden_tools,"Thursday, January 12, 2017",44.00,"$2,468.60",$17.27,$55.75,57,366,2,1650,4.1,184,21,10,1,12,2017,22.22,19800, $55.10 ,4.1, $15.76 , $55.43 ,4.2, $19.18 , $55.75 ,4.1, $17.27 , $53.79 
garden4,garden_tools,"Monday, January 1, 2018",39.00,"$1,946.10",$16.51,$49.90,57,366,2,1650,4.1,137,23,8,2,1,2018,20.53,19800, $49.90 ,4.1, $19.50 , $49.90 ,4.2, $15.84 , $49.90 ,4.1, $16.51 , $55.75 
garden4,garden_tools,"Tuesday, January 2, 2018",48.00,"$2,411.20",$18.28,$50.36,57,366,2,1650,4.1,160,20,8,2,2,2018,25.26,19800, $50.55 ,4.1, $16.61 , $50.90 ,4.2, $17.52 , $50.36 ,4.1, $18.28 , $49.90 
garden4,garden_tools,"Wednesday, January 3, 2018",26.00,"$1,401.40",$19.02,$53.90,57,366,2,1650,4.1,116,22,9,1,3,2018,13.68,19800, $53.90 ,4.1, $20.36 , $53.90 ,4.2, $21.85 , $53.90 ,4.1, $19.02 , $50.36 
garden4,garden_tools,"Thursday, January 4, 2018",28.00,"$1,509.20",$19.07,$53.90,57,366,2,1650,4.1,111,21,9,1,4,2018,14.74,19800, $53.90 ,4.1, $5.28 , $53.90 ,4.2, $19.47 , $53.90 ,4.1, $19.07 , $53.90 
garden4,garden_tools,"Friday, January 5, 2018",25.00,"$1,319.50",$12.98,$53.06,57,366,2,1650,4.1,102,23,8,3,5,2018,13.16,19800, $53.42 ,4.1, $10.75 , $53.71 ,4.2, $13.51 , $53.06 ,4.1, $12.98 , $53.90 
garden4,garden_tools,"Saturday, January 6, 2018",15.00,$748.50,$22.88,$49.90,57,366,2,1650,4.1,58,21,9,0,6,2018,7.89,19800, $49.90 ,4.1, $19.89 , $49.90 ,4.2, $23.25 , $49.90 ,4.1, $22.88 , $53.06 
garden4,garden_tools,"Sunday, January 7, 2018",3.00,$149.70,$20.99,$49.90,57,366,2,1650,4.1,54,22,9,1,7,2018,4.07,19800, $49.91 ,4.1, $28.37 , $49.90 ,4.2, $33.28 , $49.90 ,4.1, $20.99 , $49.90 
garden4,garden_tools,"Monday, January 8, 2018",6.00,$299.40,$32.32,$49.90,57,366,2,1650,4.1,46,23,8,1,8,2018,7.39,19800, $49.91 ,4.1, $20.33 , $49.90 ,4.2, $36.44 , $49.90 ,4.1, $32.32 , $49.90 
computers5,computers_accessories,"Tuesday, January 10, 2017",1.00,$167.00,$14.92,$167.00,33,300,1,207,3.5,31,22,9,2,10,2017,33.33,2926, $154.70 ,4.2, $43.88 , $167.00 ,3.5, $14.92 , $167.00 ,3.5, $14.92 , $166.95 
computers5,computers_accessories,"Thursday, January 12, 2017",2.00,$239.80,$13.44,$119.90,33,300,1,207,3.5,35,21,10,1,12,2017,66.67,2926, $149.99 ,4.2, $38.57 , $119.90 ,3.5, $13.44 , $109.90 ,3.5, $25.25 , $119.85 
computers5,computers_accessories,"Monday, January 1, 2018",57.00,"$5,453.96",$12.24,$93.09,33,300,1,207,3.5,152,23,8,2,1,2018,45.97,2926, $156.51 ,4.2, $36.81 , $150.35 ,4.3, $22.55 , $97.64 ,3.5, $14.85 , $119.90 
computers5,computers_accessories,"Tuesday, January 2, 2018",45.00,"$3,465.80",$11.51,$77.16,33,300,1,207,3.5,202,20,8,2,2,2018,36.29,2926, $149.00 ,4.2, $41.16 , $149.90 ,4.3, $26.55 , $78.71 ,3.5, $14.54 , $93.09 
computers5,computers_accessories,"Wednesday, January 3, 2018",6.00,$528.00,$17.55,$88.00,33,300,1,207,3.5,127,22,9,1,3,2018,4.84,2926, $136.14 ,4.2, $48.05 , $149.90 ,4.3, $28.48 , $81.02 ,3.5, $18.22 , $77.16 
computers5,computers_accessories,"Thursday, January 4, 2018",10.00,$880.00,$10.87,$88.00,33,300,1,207,3.5,107,21,9,1,4,2018,8.06,2926, $120.92 ,4.2, $27.25 , $149.90 ,4.3, $30.23 , $80.67 ,3.5, $18.17 , $88.00 
computers5,computers_accessories,"Saturday, January 6, 2018",3.00,$269.70,$21.83,$89.90,33,300,1,207,3.5,66,21,9,0,6,2018,2.42,2926, $114.49 ,4.2, $53.63 , $149.90 ,4.3, $27.63 , $78.90 ,3.5, $17.33 , $89.85 
computers5,computers_accessories,"Sunday, January 7, 2018",3.00,$236.70,$13.41,$78.90,33,300,1,207,3.5,43,22,9,1,7,2018,2.42,2926, $119.99 ,4.2, $48.63 , $149.90 ,4.3, $33.57 , $77.90 ,3.5, $14.64 , $89.90 
garden10,garden_tools,"Thursday, January 5, 2017",3.00,$179.70,$26.25,$59.90,59,341,2,1750,4.2,34,23,8,1,5,2017,9.12,32560, $59.90 ,4.1, $19.73 , $59.90 ,4.2, $26.25 , $59.90 ,4.2, $26.25 , $59.85 
garden10,garden_tools,"Friday, January 6, 2017",3.00,$179.70,$16.26,$59.90,59,341,2,1750,4.2,26,22,8,1,6,2017,2.43,32560, $59.90 ,4.1, $17.67 , $59.90 ,4.2, $16.26 , $59.90 ,4.2, $16.26 , $59.90 
garden10,garden_tools,"Saturday, January 7, 2017",19.00,"$1,138.10",$16.11,$59.90,59,341,2,1750,4.2,74,21,10,1,7,2017,8.41,32560, $59.90 ,4.1, $16.63 , $59.90 ,4.2, $16.11 , $59.90 ,4.1, $15.39 , $59.90 
garden10,garden_tools,"Sunday, January 8, 2017",27.00,"$1,617.30",$17.68,$59.90,59,341,2,1750,4.2,113,23,8,1,8,2017,9.07,32560, $59.90 ,4.1, $18.16 , $59.90 ,4.2, $17.68 , $59.90 ,4.1, $18.05 , $59.90 
garden10,garden_tools,"Monday, January 9, 2017",17.00,"$1,018.30",$16.81,$59.90,59,341,2,1750,4.2,115,21,9,1,9,2017,7.76,32560, $59.90 ,4.1, $17.19 , $59.90 ,4.2, $16.81 , $59.90 ,4.1, $16.29 , $59.90 
garden10,garden_tools,"Tuesday, January 10, 2017",31.00,"$1,856.90",$17.60,$59.90,59,341,2,1750,4.2,146,22,9,2,10,2017,14.16,32560, $59.90 ,4.1, $18.07 , $59.90 ,4.2, $17.60 , $59.90 ,4.1, $16.81 , $59.90 
garden10,garden_tools,"Wednesday, January 11, 2017",87.00,"$4,712.19",$16.08,$53.65,59,341,2,1750,4.2,339,22,8,4,11,2017,39.73,32560, $52.41 ,4.1, $17.07 , $53.65 ,4.2, $16.08 , $53.79 ,4.1, $18.28 , $59.90 
garden10,garden_tools,"Thursday, January 12, 2017",32.00,"$1,769.70",$19.18,$55.43,59,341,2,1750,4.2,184,21,10,1,12,2017,14.61,32560, $55.10 ,4.1, $15.76 , $55.43 ,4.2, $19.18 , $55.75 ,4.1, $17.27 , $53.65 
garden10,garden_tools,"Monday, January 1, 2018",29.00,"$1,447.10",$15.84,$49.90,59,341,2,1750,4.2,137,23,8,2,1,2018,16.86,32560, $49.90 ,4.1, $19.50 , $49.90 ,4.2, $15.84 , $49.90 ,4.1, $16.51 , $55.43 
garden10,garden_tools,"Tuesday, January 2, 2018",36.00,"$1,828.40",$17.52,$50.90,59,341,2,1750,4.2,160,20,8,2,2,2018,20.93,32560, $50.55 ,4.1, $16.61 , $50.90 ,4.2, $17.52 , $50.36 ,4.1, $18.28 , $49.90 
garden10,garden_tools,"Wednesday, January 3, 2018",35.00,"$1,886.50",$21.85,$53.90,59,341,2,1750,4.2,116,22,9,1,3,2018,20.35,32560, $53.90 ,4.1, $20.36 , $53.90 ,4.2, $21.85 , $53.90 ,4.1, $19.02 , $50.90 
garden10,garden_tools,"Thursday, January 4, 2018",13.00,$700.70,$19.47,$53.90,59,341,2,1750,4.2,111,21,9,1,4,2018,7.56,32560, $53.90 ,4.1, $5.28 , $53.90 ,4.2, $19.47 , $53.90 ,4.1, $19.07 , $53.90 
garden10,garden_tools,"Friday, January 5, 2018",29.00,"$1,559.10",$13.51,$53.71,59,341,2,1750,4.2,102,23,8,3,5,2018,9.12,32560, $53.42 ,4.1, $10.75 , $53.71 ,4.2, $13.51 , $53.06 ,4.1, $12.98 , $53.90 
garden10,garden_tools,"Saturday, January 6, 2018",6.00,$299.40,$23.25,$49.90,59,341,2,1750,4.2,58,21,9,0,6,2018,2.43,32560, $49.90 ,4.1, $19.89 , $49.90 ,4.2, $23.25 , $49.90 ,4.1, $22.88 , $53.71 
garden10,garden_tools,"Sunday, January 7, 2018",14.00,$698.60,$33.28,$49.90,59,341,2,1750,4.2,54,22,9,1,7,2018,8.41,32560, $49.91 ,4.1, $28.37 , $49.90 ,4.2, $33.28 , $49.90 ,4.1, $20.99 , $49.90 
garden10,garden_tools,"Monday, January 8, 2018",10.00,$499.00,$36.44,$49.90,59,341,2,1750,4.2,46,23,8,1,8,2018,9.07,32560, $49.91 ,4.1, $20.33 , $49.90 ,4.2, $36.44 , $49.90 ,4.1, $32.32 , $49.90 
computers6,computers_accessories,"Monday, January 1, 2018",22.00,"$3,307.80",$22.55,$150.35,48,894,1,533,4.3,152,23,8,2,1,2018,8.03,4840, $156.51 ,4.2, $36.81 , $150.35 ,4.3, $22.55 , $97.64 ,3.5, $14.85 , $150.30 
computers6,computers_accessories,"Tuesday, January 2, 2018",69.00,"$10,343.10",$26.55,$149.90,48,894,1,533,4.3,202,20,8,2,2,2018,25.18,4840, $149.00 ,4.2, $41.16 , $149.90 ,4.3, $26.55 , $78.71 ,3.5, $14.54 , $150.35 
computers6,computers_accessories,"Wednesday, January 3, 2018",51.00,"$7,644.90",$28.48,$149.90,48,894,1,533,4.3,127,22,9,1,3,2018,18.61,4840, $136.14 ,4.2, $48.05 , $149.90 ,4.3, $28.48 , $81.02 ,3.5, $18.22 , $149.90 
computers6,computers_accessories,"Thursday, January 4, 2018",35.00,"$5,246.50",$30.23,$149.90,48,894,1,533,4.3,107,21,9,1,4,2018,12.77,4840, $120.92 ,4.2, $27.25 , $149.90 ,4.3, $30.23 , $80.67 ,3.5, $18.17 , $149.90 
computers6,computers_accessories,"Friday, January 5, 2018",52.00,"$7,794.80",$18.94,$149.90,48,894,1,533,4.3,78,23,8,3,5,2018,18.98,4840, $119.00 ,4.2, $39.22 , $149.90 ,4.3, $18.94 , $79.80 ,3.5, $14.41 , $149.90 
computers6,computers_accessories,"Saturday, January 6, 2018",27.00,"$4,047.30",$27.63,$149.90,48,894,1,533,4.3,66,21,9,0,6,2018,9.85,4840, $114.49 ,4.2, $53.63 , $149.90 ,4.3, $27.63 , $78.90 ,3.5, $17.33 , $149.90 
computers6,computers_accessories,"Sunday, January 7, 2018",13.00,"$1,948.70",$33.57,$149.90,48,894,1,533,4.3,43,22,9,1,7,2018,4.74,4840, $119.99 ,4.2, $48.63 , $149.90 ,4.3, $33.57 , $77.90 ,3.5, $14.64 , $149.90 
computers6,computers_accessories,"Monday, January 8, 2018",5.00,$749.50,$24.76,$149.90,48,894,1,533,4.3,18,23,8,1,8,2018,1.82,4840, $119.99 ,4.2, $39.05 , $149.90 ,4.3, $24.76 , $77.90 ,3.5, $13.42 , $149.90 
health6,health_beauty,"Monday, January 1, 2018",3.00,$185.97,$24.05,$61.99,50,1257,1,350,3.9,98,23,8,2,1,2018,2.00,2964, $23.99 ,4.3, $11.29 , $89.99 ,4.1, $14.81 , $58.99 ,3.9, $22.68 , $61.94 
health6,health_beauty,"Wednesday, January 3, 2018",13.00,$805.87,$28.61,$61.99,50,1257,1,350,3.9,169,22,9,1,3,2018,8.67,2964, $23.99 ,4.3, $14.20 , $83.74 ,4.1, $11.88 , $58.99 ,3.9, $15.23 , $61.94 
health6,health_beauty,"Thursday, January 4, 2018",15.00,$974.85,$25.35,$64.99,50,1257,1,350,3.9,118,21,9,1,4,2018,10.00,2964, $64.99 ,3.9, $25.35 , $79.99 ,4.1, $14.49 , $58.99 ,3.9, $16.30 , $61.99 
health6,health_beauty,"Friday, January 5, 2018",38.00,"$2,469.62",$24.77,$64.99,50,1257,1,350,3.9,159,23,8,3,5,2018,25.33,2964, $23.99 ,4.3, $7.99 , $79.99 ,4.1, $21.94 , $58.99 ,3.9, $9.42 , $64.99 
health6,health_beauty,"Saturday, January 6, 2018",26.00,"$1,741.74",$30.24,$66.99,50,1257,1,350,3.9,131,21,9,0,6,2018,17.33,2964, $23.99 ,4.3, $16.27 , $79.99 ,4.1, $13.36 , $58.99 ,3.9, $16.43 , $64.99 
health6,health_beauty,"Sunday, January 7, 2018",27.00,"$1,808.73",$25.90,$66.99,50,1257,1,350,3.9,113,22,9,1,7,2018,18.00,2964, $23.99 ,4.3, $18.81 , $79.99 ,4.1, $16.75 , $58.99 ,3.9, $7.67 , $66.99 
health6,health_beauty,"Monday, January 8, 2018",28.00,"$1,875.72",$23.53,$66.99,50,1257,1,350,3.9,127,23,8,1,8,2018,18.67,2964, $23.99 ,4.3, $16.77 , $82.82 ,4.1, $12.42 , $58.99 ,3.9, $12.08 , $66.99 
garden6,garden_tools,"Thursday, January 5, 2017",4.00,$239.60,$19.73,$59.90,56,348,2,1550,4.1,34,23,8,1,5,2017,14.19,19800, $59.90 ,4.1, $19.73 , $59.90 ,4.2, $26.25 , $59.90 ,4.1, $19.73 , $59.85 
garden6,garden_tools,"Friday, January 6, 2017",1.00,$59.90,$17.67,$59.90,56,348,2,1550,4.1,26,22,8,1,6,2017,3.07,19800, $59.90 ,4.1, $17.67 , $59.90 ,4.2, $16.26 , $59.90 ,4.1, $17.67 , $59.90 
garden6,garden_tools,"Saturday, January 7, 2017",14.00,$838.60,$16.63,$59.90,56,348,2,1550,4.1,74,21,10,1,7,2017,3.98,19800, $59.90 ,4.1, $16.63 , $59.90 ,4.2, $16.11 , $59.90 ,4.1, $15.39 , $59.90 
garden6,garden_tools,"Sunday, January 8, 2017",39.00,"$2,336.10",$18.16,$59.90,56,348,2,1550,4.1,113,23,8,1,8,2017,8.51,19800, $59.90 ,4.1, $18.16 , $59.90 ,4.2, $17.68 , $59.90 ,4.1, $18.05 , $59.90 
garden6,garden_tools,"Monday, January 9, 2017",37.00,"$2,216.30",$17.19,$59.90,56,348,2,1550,4.1,115,21,9,1,9,2017,13.41,19800, $59.90 ,4.1, $17.19 , $59.90 ,4.2, $16.81 , $59.90 ,4.1, $16.29 , $59.90 
garden6,garden_tools,"Tuesday, January 10, 2017",39.00,"$2,336.10",$18.07,$59.90,56,348,2,1550,4.1,146,22,9,2,10,2017,14.13,19800, $59.90 ,4.1, $18.07 , $59.90 ,4.2, $17.60 , $59.90 ,4.1, $16.81 , $59.90 
garden6,garden_tools,"Wednesday, January 11, 2017",91.00,"$4,769.70",$17.07,$52.41,56,348,2,1550,4.1,339,22,8,4,11,2017,32.97,19800, $52.41 ,4.1, $17.07 , $53.65 ,4.2, $16.08 , $53.79 ,4.1, $18.28 , $59.90 
garden6,garden_tools,"Thursday, January 12, 2017",51.00,"$2,881.60",$15.76,$55.10,56,348,2,1550,4.1,184,21,10,1,12,2017,18.48,19800, $55.10 ,4.1, $15.76 , $55.43 ,4.2, $19.18 , $55.75 ,4.1, $17.27 , $52.41 
garden6,garden_tools,"Monday, January 1, 2018",12.00,$598.80,$19.50,$49.90,56,348,2,1550,4.1,137,23,8,2,1,2018,5.77,19800, $49.90 ,4.1, $19.50 , $49.90 ,4.2, $15.84 , $49.90 ,4.1, $16.51 , $55.10 
garden6,garden_tools,"Tuesday, January 2, 2018",39.00,"$1,970.10",$16.61,$50.55,56,348,2,1550,4.1,160,20,8,2,2,2018,18.75,19800, $50.55 ,4.1, $16.61 , $50.90 ,4.2, $17.52 , $50.36 ,4.1, $18.28 , $49.90 
garden6,garden_tools,"Wednesday, January 3, 2018",31.00,"$1,670.90",$20.36,$53.90,56,348,2,1550,4.1,116,22,9,1,3,2018,14.90,19800, $53.90 ,4.1, $20.36 , $53.90 ,4.2, $21.85 , $53.90 ,4.1, $19.02 , $50.55 
garden6,garden_tools,"Thursday, January 4, 2018",46.00,"$2,479.40",$5.28,$53.90,56,348,2,1550,4.1,111,21,9,1,4,2018,22.12,19800, $53.90 ,4.1, $5.28 , $53.90 ,4.2, $19.47 , $53.90 ,4.1, $19.07 , $53.90 
garden6,garden_tools,"Friday, January 5, 2018",56.00,"$2,982.40",$10.75,$53.42,56,348,2,1550,4.1,102,23,8,3,5,2018,14.19,19800, $53.42 ,4.1, $10.75 , $53.71 ,4.2, $13.51 , $53.06 ,4.1, $12.98 , $53.90 
garden6,garden_tools,"Saturday, January 6, 2018",12.00,$598.80,$19.89,$49.90,56,348,2,1550,4.1,58,21,9,0,6,2018,3.07,19800, $49.90 ,4.1, $19.89 , $49.90 ,4.2, $23.25 , $49.90 ,4.1, $22.88 , $53.42 
garden6,garden_tools,"Sunday, January 7, 2018",6.00,$299.46,$28.37,$49.91,56,348,2,1550,4.1,54,22,9,1,7,2018,3.98,19800, $49.91 ,4.1, $28.37 , $49.90 ,4.2, $33.28 , $49.90 ,4.1, $20.99 , $49.90 
garden6,garden_tools,"Monday, January 8, 2018",6.00,$299.46,$20.33,$49.91,56,348,2,1550,4.1,46,23,8,1,8,2018,8.51,19800, $49.91 ,4.1, $20.33 , $49.90 ,4.2, $36.44 , $49.90 ,4.1, $32.32 , $49.91 
